seed,model,epoch,train_mse,valid_rmse,valid_circular_rmse_deg,selection_metric,is_best
12345,resnet_cnn,1,0.12645986913692053,0.2750733020262905,42.847465358134286,0.2750733020262905,1
12345,fno,1,0.2601805835635993,0.2879317685528945,43.988073524104195,0.2879317685528945,1
